"Date of introduction";"Bill title";"Current Status";"Date - Passage / Withdrawal /Lapsing";"link";"Representative"
"2015-04-24";"The Martyrs (Payment of Adequate Compensation) Bill, 2015";"Pending";"";"";"Deepender Singh Hooda"
"2016-05-08";"The Indigenous Cow Protection Board Bill, 2016";"Pending";"";"";"Devji Patel"
"2016-05-08";"The Private Coaching Centres Regulatory Board Bill, 2016";"Pending";"";"";"Devji Patel"
"2015-12-18";"The Special Drinking Water and Irrigation Development Fund (For Dark Zone Areas) Bill, 2015";"Pending";"";"";"Devji Patel"
"2015-04-24";"The Fodder Warehouse Board Bill, 2015";"Pending";"";"";"Devji Patel"
"2015-04-24";"The National Commission for Farmers Bill, 2015";"Pending";"";"";"Devji Patel"
"2014-12-12";"The Farmers (Protection from Natural Calamities and Other Welfare Measures) Bill, 2014";"Pending";"";"";"Devji Patel"
"2014-12-12";"The Fruit and Vegetable Board Bill, 2014";"Pending";"";"";"Devji Patel"
"2014-12-12";"The Vegetable Products (Remunerative Support Price and Insurance) Bill, 2014";"Pending";"";"";"Devji Patel"
"2014-08-08";"The Farmers (Right to Assured Minimum Price for Agricultural Produce) Bill, 2014";"Pending";"";"";"Devji Patel"
"2018-03-08";"The Historical Heritage Conservation Bill, 2018";"Pending";"";"";"Dhananjay Bhimrao Mahadik"
"2018-03-08";"The Housing Facility for Destitute Senior Citizens, Widows and Orphan Children Bill, 2018";"Pending";"";"";"Dhananjay Bhimrao Mahadik"
"2017-12-29";"The Compulsory Sports Education and Basic Infrastructure Development in Schools Bill, 2017";"Pending";"";"";"Dhananjay Bhimrao Mahadik"
"2018-12-28";"The Indian Penal Code (Amendment) Bill, 2018 (Amendment of section 171, etc.)";"Pending";"";"";"Dharam Vira Gandhi"
"2018-12-28";"The Industrial Employment and Environmental Protection Bill, 2018";"Pending";"";"";"Dharam Vira Gandhi"
"2018-03-08";"The Thalassemia Prevention Bill, 2018";"Pending";"";"";"Dharam Vira Gandhi"
"2017-03-24";"The Representation of the People (Amendment) Bill, 2017 (Amendment of section 2, etc.)";"Pending";"";"";"Dharam Vira Gandhi"
"2017-10-03";"The Guardians and Wards (Amendment) Bill, 2016 (Amendment of section 10, etc.)";"Pending";"";"";"Dharam Vira Gandhi"
"2017-10-03";"The Hindu Minority and Guardianship (Amendment) Bill, 2016 (Amendment of sections 6 and 7)";"Pending";"";"";"Dharam Vira Gandhi"
"2017-10-03";"The Narcotic Drugs and Psychotropic Substances (Amendment) Bill, 2016 (Amendment of section 1, etc.)";"Pending";"";"";"Dharam Vira Gandhi"
"2016-02-26";"The Sikh Marriage Bill, 2016";"Pending";"";"";"Dharam Vira Gandhi"
"2019-08-02";"The National Commission for Female Farmers Bill, 2019";"Pending";"";"";"Dhruva Narayana Rangaswamy"
"2018-03-08";"The Compulsory Career Guidance Bill, 2017";"Pending";"";"";"Dhruva Narayana Rangaswamy"
"2016-05-08";"The Constitution (Amendment) Bill, 2016 (Amendment of articles 72 and 161)";"Pending";"";"";"Dhruva Narayana Rangaswamy"
"2015-04-24";"The National Commission for Farmers' Income Bill, 2015";"Pending";"";"";"Dhruva Narayana Rangaswamy"
"2015-04-24";"The Cultural Heritage Conservation Bill, 2015";"Pending";"";"";"Dilip Kumar Mansukhlal Gandhi"
"2015-04-24";"The Writers and Artists' Social Security Bill, 2015";"Pending";"";"";"Dilip Kumar Mansukhlal Gandhi"
"2019-08-02";"The Constitution (Amendment) Bill, 2018 (Insertion of new article 16A)";"Pending";"";"";"Dushyant Chautala"
"2018-03-08";"The Clinical Establishments (Registration and Regulation) Amendment Bill, 2018 (Amendment of section 5, etc.)";"Pending";"";"";"Dushyant Chautala"
"2018-03-08";"The Right to Information (Amendment) Bill, 2018 (Amendment of sections 4 and 18)";"Pending";"";"";"Dushyant Chautala"
"2017-12-29";"The Code of Criminal Procedure (Amendment) Bill, 2017 (Amendment of section 154)";"Pending";"";"";"Dushyant Chautala"
"2017-12-29";"The Protection of Plant Varieties and Farmers? Rights (Amendment) Bill, 2017 (Amendment of section 39)";"Pending";"";"";"Dushyant Chautala"
"2017-10-03";"The Railways (Amendment) Bill, 2016 (Amendment of section 126)";"Pending";"";"";"Dushyant Chautala"
"2017-10-03";"The Narcotic Drugs and Psychotropic Substances (Amendment) Bill, 2016 (Amendment of section 42)";"Pending";"";"";"Dushyant Chautala"
"2017-10-03";"The Criminal Law (Amendment) Bill, 2016 (Amendment of section 304A, etc.)";"Pending";"";"";"Dushyant Chautala"
"2016-04-29";"The Telecom Regulatory Authority of India (Amendment) Bill, 2016 (Amendment of section 14C)";"Pending";"";"";"Dushyant Chautala"
"2016-04-29";"The Consumer Protection (Amendment) Bill, 2016 (Amendment of section 16 and 20)";"Pending";"";"";"Dushyant Chautala"
"2016-04-29";"The Competition (Amendment) Bill, 2016 (Amendment of section 53D)";"Pending";"";"";"Dushyant Chautala"
"2016-11-03";"The Code of Criminal Procedure (Amendment) Bill, 2016 (Amendment of section 260)";"Pending";"";"";"Dushyant Chautala"
"2016-11-03";"The Right to Information (Amendment) Bill, 2016 (Amendment of section 19)";"Pending";"";"";"Dushyant Chautala"
"2016-11-03";"The Administrative Tribunals (Amendment) Bill, 2016 (Amendment of section 6)";"Pending";"";"";"Dushyant Chautala"
"2015-12-18";"The Hindu Succession (Amendment) Bill, 2015 (Substitution of new section for section 15)";"Pending";"";"";"Dushyant Chautala"
"2015-12-18";"The Motor Vehicles (Amendment) Bill, 2015 (Amendment of section 2 etc.)";"Pending";"";"";"Dushyant Chautala"
"2015-12-18";"The Constitutional (Amendment) Bill, 2015 (Amendment of article 84)";"Pending";"";"";"Dushyant Chautala"
"2015-12-18";"The Code of Criminal Procedure (Amendment) Bill, 2015 (Amendment of section 358)";"Pending";"";"";"Dushyant Chautala"
"2015-07-08";"The Motor Vehicles (Amendment) Bill, 2015 (Insertion of new section 136A)";"Pending";"";"";"Dushyant Chautala"
"2015-07-08";"The Religious Institutions (Prevention of Misuse) Amendment Bill, 2015 (Amendment of section 2, etc.)";"Pending";"";"";"Dushyant Chautala"
"2015-04-24";"The High Court of Punjab and Haryana (Establishment of a permanent Bench at Gurgaon) Bill, 2015";"Pending";"";"";"Dushyant Chautala"
"2015-04-12";"The Aligarh Muslim University (Amendment) Bill, 2015 (Amendment of section 12)";"Pending";"";"";"E. T. Mohammed Basheer"
"2015-04-12";"The Constitution (Amendment) Bill, 2015 (Amendment of articles 15 and 16)";"Pending";"";"";"E. T. Mohammed Basheer"
"2015-04-12";"The Constitution (Scheduled Caste) Order (Amendment) Bill, 2015 (Amendment of paragraph 3)";"Pending";"";"";"E. T. Mohammed Basheer"
"2015-04-12";"The Minimum Wages (Amendment) Bill, 2015 (Amendment of section 3, etc.)";"Pending";"";"";"E. T. Mohammed Basheer"
"2018-12-28";"The Constitution (Amendment) Bill, 2018 (Amendment of the Eighth Schedule)";"Pending";"";"";"Faggan Singh Kulaste"
"2018-12-28";"The Constitution (Scheduled Castes) and (Scheduled Tribes) Orders (Amendment) Bill, 2018 [Amendment of the Schedules]";"Pending";"";"";"Faggan Singh Kulaste"
"2015-07-08";"The Constitution (Scheduled Castes and Scheduled Tribes) Orders (Amendment) Bill, 2015";"Pending";"";"";"Faggan Singh Kulaste"
"2017-10-03";"The Establishment of Labour Exchanges Bill, 2017";"Pending";"";"";"Feroze Varun Gandhi"
"2017-10-03";"The Representation of the People (Amendment) Bill, 2016 (Amendment of section 2, etc.)";"Pending";"";"";"Feroze Varun Gandhi"
"2016-05-08";"The Constitution (Amendment) Bill, 2016 (Amendment of article 324)";"Pending";"";"";"Feroze Varun Gandhi"
"2016-05-08";"The Representation of the People (Amendment) Bill, 2016";"Pending";"";"";"Feroze Varun Gandhi"
"2015-12-18";"The National Asylum Bill, 2015";"Pending";"";"";"Feroze Varun Gandhi"
"2015-04-12";"The Air (Prevention and Control of Pollution) Amendment Bill, 2015 (Insertion of new section 17A)";"Pending";"";"";"Feroze Varun Gandhi"
"2015-04-12";"The Disaster Management (Amendment) Bill, 2015 (Amendment of section 4, etc.)";"Pending";"";"";"Feroze Varun Gandhi"
"2015-03-13";"The Electricity (Amendment) Bill, 2015 (Amendment of section 135)";"Pending";"";"";"Feroze Varun Gandhi"
"2014-11-28";"The Compulsory Voting Bill, 2014";"Pending";"";"";"Feroze Varun Gandhi"
"2018-12-28";"The Ban on Cow Slaughter Bill, 2017";"Pending";"";"";"Gajanan Chandrakant Kirtikar"
"2018-12-28";"The Distressed Widows and Single Women (Protection, Rehabilitation and Welfare) Bill, 2017";"Pending";"";"";"Gajanan Chandrakant Kirtikar"
"2018-12-28";"The Missing Children (Faster Tracking and Reuniting) Bill, 2017";"Pending";"";"";"Gajanan Chandrakant Kirtikar"
"2018-12-28";"The Population Stabilization Bill, 2017";"Pending";"";"";"Gajanan Chandrakant Kirtikar"
"2017-03-24";"The Child Development Programmes Coordination Agency Bill, 2016";"Pending";"";"";"Gajanan Chandrakant Kirtikar"
"2017-03-24";"The Micro, Small and Medium Enterprises Development (Amendment) Bill, 2016 (Insertion of new sections 10A and 10B)";"Pending";"";"";"Gajanan Chandrakant Kirtikar"
"2017-03-24";"The National Authority for Rehabilitation and Welfare of Persons Living around Railway Tracks Bill, 2016";"Pending";"";"";"Gajanan Chandrakant Kirtikar"
"2017-03-24";"The Slums and Jhuggi-Jhopri Areas (Basic Amenities and Clearance) Bill, 2016";"Pending";"";"";"Gajanan Chandrakant Kirtikar"
"2015-04-12";"The Constitution (Amendment) Bill, 2015 (Amendment of the Seventh Schedule)";"Pending";"";"";"Gajendrasingh Shekhawat"
"2015-04-12";"The Gazetted Officers of the Central Government (Compulsory National Disaster Response Training) Bill, 2015";"Pending";"";"";"Gajendrasingh Shekhawat"
"2019-08-02";"The Children Pavement Dwellers and Sex Workers (Prevention of Abuse and Welfare Measures) Bill, 2019";"Pending";"";"";"Gopal Chinayya Shetty"
"2019-08-02";"The Rickshaw Puller and Road Side Mechanics (Freedom to Earn Livelihood) Bill, 2019";"Pending";"";"";"Gopal Chinayya Shetty"
"2018-12-28";"The Supreme Court, High Courts and District Courts (Use of Official Languages) Bill, 2018";"Pending";"";"";"Gopal Chinayya Shetty"
"2018-12-28";"The Constitution (Amendment) Bill, 2018 (Omission of article 44, etc.)";"Pending";"";"";"Gopal Chinayya Shetty"
"2018-03-08";"The Special Marriage (Amendment) Bill, 2018 (Amendment of section 4)";"Pending";"";"";"Gopal Chinayya Shetty"
"2018-03-08";"The Constitution (Amendment) Bill, 2018 (Amendment of article 124)";"Pending";"";"";"Gopal Chinayya Shetty"
"2017-12-29";"The Prevention of Extravagance and Unlimited Expenditure on Marriages Bill, 2017";"Pending";"";"";"Gopal Chinayya Shetty"
"2017-12-29";"The Representation of the People (Amendment) Bill, 2017 (Insertion of new section 16A)";"Pending";"";"";"Gopal Chinayya Shetty"
"2017-12-29";"The Electricity (Priority Supply to Metropolitan Areas) Bill, 2017";"Pending";"";"";"Gopal Chinayya Shetty"
"2017-12-29";"The Constitution (Amendment) Bill, 2017(Amendment of article 10)";"Pending";"";"";"Gopal Chinayya Shetty"
"2017-10-03";"The Constitution (Amendment) Bill, 2016 (Amendment of article 51A)";"Pending";"";"";"Gopal Chinayya Shetty"
"2017-10-03";"The Cow Protection Authority Bill, 2016";"Pending";"";"";"Gopal Chinayya Shetty"
"2017-10-03";"The Electricity (Amendment) Bill, 2016 (Substitution of new section for section 4)";"Pending";"";"";"Gopal Chinayya Shetty"
"2017-10-03";"The Prevention of Insults to National Honour (Amendment) Bill, 2017 (Amendment of section 2)";"Pending";"";"";"Gopal Chinayya Shetty"
"2016-05-08";"The Right to Shelter Bill, 2016";"Pending";"";"";"Gopal Chinayya Shetty"
"2016-05-08";"The Employment Opportunities and Unemployment Allowance to Youth Bill, 2016";"Pending";"";"";"Gopal Chinayya Shetty"
"2016-05-08";"The Farmers of Arid and Desert Areas (Welfare and Other Special Provisions) Bill, 2016";"Pending";"";"";"Gopal Chinayya Shetty"
"2016-05-08";"The Backward Areas in Metropolitan Cities (Basic Amenities and Other Provisions) Bill, 2016";"Pending";"";"";"Gopal Chinayya Shetty"
"2016-04-29";"The Constitution (Amendment) Bill, 2016 (Amendment of the Third Schedule)";"Pending";"";"";"Gopal Chinayya Shetty"
"2016-02-26";"The Special Financial Assistance to the State of Maharashtra Bill, 2016";"Pending";"";"";"Gopal Chinayya Shetty"
"2016-02-26";"The Victims of Accident (Equal Compensation) Bill, 2016";"Pending";"";"";"Gopal Chinayya Shetty"
"2016-02-26";"The Homeless Pavement Dwellers (Welfare) Bill, 2016";"Pending";"";"";"Gopal Chinayya Shetty"
"2015-12-18";"The Destitute and Neglected Women (Welfare) Bill, 2015";"Pending";"";"";"Gopal Chinayya Shetty"
"2015-12-18";"The Constitution (Amendment) Bill, 2015 (Insertion of new article 300B)";"Pending";"";"";"Gopal Chinayya Shetty"
"2015-12-18";"The Bureau of Accountability Bill, 2015";"Pending";"";"";"Gopal Chinayya Shetty"
"2015-07-08";"The Persons with Disabilities (Equal Opportunities, Protection of Rights and Full Participation) Amendment Bill, 2015 (Insertion of new section 43A)";"Pending";"";"";"Gopal Chinayya Shetty"
"2015-07-08";"The Gutka and Pan Masala (Prohibition) Bill, 2015";"Pending";"";"";"Gopal Chinayya Shetty"
"2015-07-08";"The Constitution (Amendment) Bill, 2015 (Insertion on new article 16A)";"Pending";"";"";"Gopal Chinayya Shetty"
"2015-07-08";"The Unauthorised Colonies, Slums and Jhuggi-Jhopri Clusters (Basic Amenities and Other Provisions) Bill, 2015";"Pending";"";"";"Gopal Chinayya Shetty"
"2015-02-27";"The Free and Compulsory Education for Disabled and Needy Children Bill, 2015";"Pending";"";"";"Gopal Chinayya Shetty"
"2015-02-27";"The Constitution (Amendment) Bill, 2015 (Insertion of new article 21B)";"Pending";"";"";"Gopal Chinayya Shetty"
"2015-02-27";"The Constitution (Amendment) Bill, 2015 (Amendment of the Preamble, etc.)";"Pending";"";"";"Gopal Chinayya Shetty"
"2019-08-02";"The Maintenance of Religious Harmony Bill, 2018";"Pending";"";"";"Gourav Gogoi"
"2019-08-02";"The National Commission for Immigration Reform Bill, 2018";"Pending";"";"";"Gourav Gogoi"
"2018-03-08";"The Constitution (Amendment) Bill, 2018 (Amendment of article 85)";"Pending";"";"";"Gourav Gogoi"
"2017-12-29";"The Protection of Children from Sexual Offences (Amendment) Bill, 2017 (Amendment of section 2)";"Pending";"";"";"Gourav Gogoi"
"2017-12-29";"The Reorganization of Time Zones Bill, 2017";"Pending";"";"";"Gourav Gogoi"
"2017-10-03";"The Wild Life (Protection) Amendment Bill, 2017 (Insertion of Chapter IVD)";"Pending";"";"";"Gourav Gogoi"
"2014-11-07";"The Consumer Goods (Mandatory Printing of Cost of Production and maximum Retail Price) Bill, 2014";"Pending";"";"";"Hansraj Gangaram Ahir"
"2014-11-07";"The Cow Protection Authority Bill, 2014";"Pending";"";"";"Hansraj Gangaram Ahir"
"2014-11-07";"The Scheduled Tribes and Other Traditional Forest Dwellers (Recognition of Forest Rights) Amendment Bill, 2014 (Amendment of section 2)";"Pending";"";"";"Hansraj Gangaram Ahir"
"2014-11-07";"The Sculptors, Artists and Artisans of Rural Areas Welfare Bill, 2014";"Pending";"";"";"Hansraj Gangaram Ahir"
"2015-04-24";"The Constitution (Scheduled Castes) Order (Amendment) Bill, 2015";"Pending";"";"";"Harinarayan Rajbhar"
"2016-11-03";"The Civil Liability for Nuclear Damage (Amendment) Bill, 2015 (Amendment of sections 35 and 46)";"Pending";"";"";"Harish Chandra Meena"
"2018-12-28";"The National Food Security (Amendment) Bill, 2018 (Amendment of section 2, etc)";"Pending";"";"";"Jagdambika Pal"
"2018-12-28";"The Information Technology (Amendment) Bill, 2018 (Omission of section 66A)";"Pending";"";"";"Jagdambika Pal"
"2018-12-28";"The Armed Forces Law (Amendment) Bill, 2018 (Amendment of section 45, etc.)";"Pending";"";"";"Jagdambika Pal"
"2017-12-29";"The Code of Criminal Procedure (Amendment) Bill, 2017 (Amendment of section 125)";"Pending";"";"";"Jagdambika Pal"
"2017-12-29";"The Constitution (Amendment) Bill, 2017 (Amendment of article 324)";"Pending";"";"";"Jagdambika Pal"
"2017-12-29";"The Indian Penal Code (Amendment) Bill, 2017 (Substitution of new section for section 497)";"Pending";"";"";"Jagdambika Pal"
"2017-10-03";"The Central Anti-Slavery Agency Bill, 2016";"Pending";"";"";"Jagdambika Pal"
"2017-10-03";"The Indian Penal Code (Amendment) Bill, 2016 (Amendment of section 370A)";"Pending";"";"";"Jagdambika Pal"
"2015-12-18";"The Indian Penal Code (Amendment) Bill, 2015 (Omission of section 309)";"Pending";"";"";"Jagdambika Pal"
"2015-12-18";"The Rainwater (Mandatory Harvesting and Collection) Bill, 2015";"Pending";"";"";"Jagdambika Pal"
"2015-07-08";"The Indian Penal Code (Amendment) Bill, 2015 (Substitution of new sections for section 304A)";"Pending";"";"";"Jagdambika Pal"
"2015-07-08";"The Contempt of Courts (Amendment) Bill, 2015 (Amendment of sections 2 and 13)";"Pending";"";"";"Jagdambika Pal"
"2015-03-13";"The Indian Penal Code (Amendment) Bill, 2015 (Amendment of section 375)";"Pending";"";"";"Jagdambika Pal"
"2015-03-13";"The Information Technology (Amendment) Bill, 2015 (Amendment of section 66A)";"Pending";"";"";"Jagdambika Pal"
"2014-08-08";"The Central Universities (Conditions of Service of Non-Teaching Staff) Bill, 2014";"Pending";"";"";"Jagdambika Pal"
"2014-08-08";"The Pre-Examination Coaching Centres Regulatory Authority Bill, 2014";"Pending";"";"";"Jagdambika Pal"
"2014-08-08";"The Backward Areas Development Board Bill, 2014";"Pending";"";"";"Jagdambika Pal"
"2014-08-08";"The Constitution (Scheduled Castes) Order (Amendment) Bill, 2014 Amendment of the Schedule";"Pending";"";"";"Jai Prakash Narayan Yadav"
"2014-08-08";"The Constitution (Scheduled Tribes) Order (Amendment) Bill, 2014 (Amendment of the Schedule)";"Pending";"";"";"Jai Prakash Narayan Yadav"
"2017-03-24";"The High Court at Patna (Establishment of a Permanent Bench at Maharajganj) Bill, 2016";"Pending";"";"";"Janardan Singh Sigriwal"
"2017-03-24";"The Overseas Workers (Management and Welfare) Bill, 2016";"Pending";"";"";"Janardan Singh Sigriwal"
"2015-04-12";"The Poor and Destitute Agricultural Workers (Welfare) Bill, 2015";"Pending";"";"";"Janardan Singh Sigriwal"
"2015-04-12";"The Widows (Protection and Maintenance) Bill, 2015";"Pending";"";"";"Janardan Singh Sigriwal"
"2015-03-13";"The Provision of Social Security to Senior Citizens Bill, 2015";"Pending";"";"";"Janardan Singh Sigriwal"
"2015-03-13";"The Rural Labour Welfare Fund Bill, 2015";"Pending";"";"";"Janardan Singh Sigriwal"
"2015-02-27";"The Constitution (Amendment) Bill, 2015 (Amendment of the Eighth Schedule)";"Pending";"";"";"Janardan Singh Sigriwal"
"2015-02-27";"The Constitution (Amendment) Bill, 2015 (Insertion of new article 21B)";"Pending";"";"";"Janardan Singh Sigriwal"
"2014-11-28";"The Compulsory Voting Bill, 2014";"Pending";"";"";"Janardan Singh Sigriwal"
"2014-11-28";"The Health Insurance (For Persons Living Below Poverty Line) Bill, 2014";"Pending";"";"";"Janardan Singh Sigriwal"
"2017-12-29";"The Andhra Pradesh Reorganisation (Amendment) Bill, 2017 (Amendment of section 46 etc.)";"Pending";"";"";"Jayadev Galla"
"2017-10-03";"The Constitution (Amendment) Bill, 2016 (Insertion of new article 21B)";"Pending";"";"";"Jayadev Galla"
"2017-10-03";"The Prevention of Cruelty to Animals (Amendment) Bill, 2016 (Amendment of section 11, etc.)";"Pending";"";"";"Jayadev Galla"
"2016-11-03";"The Constitution (Amendment) Bill, 2016 (Substitution of new article for article 340) 2016";"Pending";"";"";"Jayadev Galla"
"2016-02-26";"The Supreme Court of India (Establishment of a Permanent Branch at Guntur) Bill, 2016";"Pending";"";"";"Jayadev Galla"
"2015-12-18";"The Constitution (Amendment) Bill, 2015 (Substitution of new article for article 21A)";"Pending";"";"";"Jayadev Galla"
"2017-10-03";"The Constitution (Amendment) Bill, 2016 (Insertion of new articles 243EA and 243UA)";"Pending";"";"";"Jayshreeben Kanubhai Patel"
"2015-04-12";"The Constitution (Amendment) Bill, 2015 (Amendment of article 51A)";"Pending";"";"";"Jayshreeben Kanubhai Patel"
"2015-04-12";"The Constitution (Amendment) Bill, 2015 (Insertion of new articles 16A and 29A)";"Pending";"";"";"Jayshreeben Kanubhai Patel"
"2015-04-12";"The Supreme Court of India (Establishment of a Permanent Bench at Ahmedabad) Bill, 2015";"Pending";"";"";"Jayshreeben Kanubhai Patel"
"2014-11-07";"The National Commission for Agricultural Costs and Prices Bill, 2014";"Pending";"";"";"Jayshreeben Kanubhai Patel"
"2014-11-07";"The Prohibition of human trafficking of Indian Citizens Abroad and Welfare of Overseas Indians Bill, 2014";"Pending";"";"";"Jayshreeben Kanubhai Patel"
"2015-08-05";"The Constitution (Amendment) Bill, 2015 (Insertion of new articles 112A and 202A)";"Pending";"";"";"J.C. Divakar Reddy"
"2018-12-28";"The Farmers (Guaranteed Income and Welfare) Bill, 2018";"Pending";"";"";"Joice George"
"2018-12-28";"The Jackfruit Board Bill, 2018";"Pending";"";"";"Joice George"
"2018-12-28";"The Pepper Growers (Welfare) Bill, 2018";"Pending";"";"";"Joice George"
"2018-12-28";"The Pineapple Board Bill, 2018";"Pending";"";"";"Joice George"
"2018-03-08";"The National Green Tribunal (Amendment) Bill, 2017 (Amendment of section 5, etc.)";"Pending";"";"";"Joice George"
"2018-03-08";"The Payment of Compensation to Victims of Vermin Wild Animals and Crop Raid Bill, 2017";"Pending";"";"";"Joice George"
"2017-10-03";"The Constitution (Amendment) Bill, 2017(Amendment of article 253)";"Pending";"";"";"Joice George"
"2017-10-03";"The Regulation of International Treaties, Agreements, Conventions and Covenants Bill, 2017";"Pending";"";"";"Joice George"
"2016-11-03";"The Small-Holder Farmers (Protection and Welfare) Bill, 2016";"Pending";"";"";"Joice George"
"2018-03-08";"The Child Welfare Bill, 2018.";"Pending";"";"";"Jugal Kishore"
"2017-03-24";"The Child Nutrition and Development Nodal Agency Bill, 2017";"Pending";"";"";"Jyotiraditya Madhavrao Scindia"
"2018-12-28";"The Prevention of Acid Attacks and Rehabilitation of Acid Attack Victims Bill, 2018";"Pending";"";"";"Kakoli Ghosh Dastidar"
"2015-12-18";"The Transgender Persons (Welfare) Bill, 2015";"Pending";"";"";"Kakoli Ghosh Dastidar"
"2018-03-08";"The Protection of Children from Sexual Offences (Amendment) Bill, 2017 (Amendment of section 2, etc.)";"Pending";"";"";"Kalikesh Narayan Singh Deo"
"2018-03-08";"The Wild Life (Protection) Amendment Bill, 2017 (Insertion of new section 8A, etc.)";"Pending";"";"";"Kalikesh Narayan Singh Deo"
"2016-02-26";"The Climate Change Bill, 2015";"Pending";"";"";"Kalikesh Narayan Singh Deo"
"2016-02-26";"The Disclosure of Lobying Activities Bill, 2015";"Pending";"";"";"Kalikesh Narayan Singh Deo"
"2016-02-26";"The Special Financial Assistance to the State of Odisha Bill, 2015";"Pending";"";"";"Kalikesh Narayan Singh Deo"
"2018-03-08";"The Archaeological and Natural Heritage Conservation Bill, 2017";"Pending";"";"";"Kalvakuntla Kavitha"
"2018-03-08";"The Drugs and Cosmetics (Amendment) Bill, 2018 (Insertion of new Chapter IIIA)";"Pending";"";"";"Kalvakuntla Kavitha"
"2017-03-24";"The Turmeric Board Bill, 2017";"Pending";"";"";"Kalvakuntla Kavitha"
"2015-12-18";"The Insecticides (Amendment) Bill, 2015 (Amendment of sections 4 and 9)";"Pending";"";"";"Kesineni Srinivas"
"2015-12-18";"The Patents (Amendment) Bill, 2015 (Amendment of section 73, etc.)";"Pending";"";"";"Kesineni Srinivas"
"2019-08-02";"The Protection of Rights of Wrongful Convicts Bill, 2018";"Pending";"";"";"Kirit Premjibhai Solanki"
"2019-08-02";"The Prohibition of Employment as Manual Scavengers and their Rehabilitation (Amendment) Bill, 2019 (Amendment of section 2, etc.)";"Pending";"";"";"Kirit Premjibhai Solanki"
"2018-12-28";"The Right to Play Sports Bill, 2018";"Pending";"";"";"Kirit Premjibhai Solanki"
"2018-12-28";"The Real Estate (Regulation and Development) Amendment Bill, 2018 (Amendment of section 7, etc.)";"Pending";"";"";"Kirit Premjibhai Solanki"
"2018-12-28";"The National Food Security (Amendment) Bill, 2018 (Amendment of section 2, etc.)";"Pending";"";"";"Kirit Premjibhai Solanki"
"2018-12-28";"The Indian Easements (Amendment) Bill, 2018 (Amendment of section 7, etc.)";"Pending";"";"";"Kirit Premjibhai Solanki"
"2018-03-08";"The Wild Life (Protection) Amendment Bill, 2017 (Insertion of new Chapter IVD)";"Pending";"";"";"Kirit Premjibhai Solanki"
"2018-03-08";"The Tuberculosis (Prevention and Control) Bill, 2017";"Pending";"";"";"Kirit Premjibhai Solanki"
"2018-03-08";"The Physiotherapy Central Council Bill, 2017";"Pending";"";"";"Kirit Premjibhai Solanki"
"2018-03-08";"The Mental Healthcare (Amendment) Bill, 2017 (Amendment of section 3, etc.)";"Pending";"";"";"Kirit Premjibhai Solanki"
"2017-10-03";"The Compulsory Mental Healthcare Counselling Facilities in Government Schools Bill, 2016";"Pending";"";"";"Kirit Premjibhai Solanki"
"2017-10-03";"The Homoeopathy Central Council (Amendment) Bill, 2016 (Amendment of sections 12A and 12B)";"Pending";"";"";"Kirit Premjibhai Solanki"
"2017-10-03";"The Inclusion of the Scheduled Castes and the Scheduled Tribes in Persons Living Below Poverty Line Category Bill, 2016";"Pending";"";"";"Kirit Premjibhai Solanki"
"2017-10-03";"The National Highways (Amendment) Bill, 2017 (Amendment of section 3D)";"Pending";"";"";"Kirit Premjibhai Solanki"
"2016-05-08";"The Use of Surname (Prohibition) Bill, 2016";"Pending";"";"";"Kirit Premjibhai Solanki"
"2016-05-08";"The Compulsory Pre-marriage Medical Investigation Bill, 2016";"Pending";"";"";"Kirit Premjibhai Solanki"
"2016-04-29";"The National Witness Protection Bill, 2016";"Pending";"";"";"Kirit Premjibhai Solanki"
"2016-11-03";"The Rainwater (Harvesting and Storage) Bill, 2016";"Pending";"";"";"Kirit Premjibhai Solanki"
"2016-11-03";"The Sex Workers (Welfare and Rehabilitation) Bill, 2016";"Pending";"";"";"Kirit Premjibhai Solanki"
"2015-12-18";"The Electronic Waste Bill, 2015";"Pending";"";"";"Kirit Premjibhai Solanki"
"2015-12-18";"The Solar Energy (Development and Compulsory Use) Bill, 2015";"Pending";"";"";"Kirit Premjibhai Solanki"
"2015-12-18";"The Commission of Inquiry (Amendment) Bill, 2015 (Amendment of section 3)";"Pending";"";"";"Kirit Premjibhai Solanki"
"2015-07-08";"The Constitution (Amendment) Bill, 2015 (Amendment of article 72)";"Pending";"";"";"Kirit Premjibhai Solanki"
"2015-07-08";"The Prohibition of Indecent Advertisements Bill, 2015";"Pending";"";"";"Kirit Premjibhai Solanki"
"2015-07-08";"The Closed Textile Mills Workers (Welfare and Rehabilitation) Bill, 2015";"Pending";"";"";"Kirit Premjibhai Solanki"
"2015-07-08";"The Eradication of Unemployment Amongst the Youth Belonging to the Scheduled Castes and the Scheduled Tribes Bill, 2015";"Pending";"";"";"Kirit Premjibhai Solanki"
"2015-04-24";"The HIV/AIDS Bill, 2015";"Pending";"";"";"Kirit Premjibhai Solanki"
"2015-04-24";"The Prevention of Begging and Rehabilitation of Beggars Bill, 2015";"Pending";"";"";"Kirit Premjibhai Solanki"
"2015-03-13";"The Domestic Workers (Decent Working Conditions) Bill, 2015";"Pending";"";"";"Kirit Premjibhai Solanki"
"2015-03-13";"The Maintenance of Public Cleanliness and Waste Management Bill, 2015";"Pending";"";"";"Kirit Premjibhai Solanki"
