"Date";"Debate title/Bill name";"Debate Type";"link";"Representative"
"2024-07-30 00:00:00";"(i) General Discussion on the Budget�2024-25; (ii) General Discussion on the Budget of Union Territory of Jammu and Kashmir for 2024-25; and (iii) Demands for Grants in respect of Union Territory of Jammu and Kashmir-2024-25.";"Budget (General)";"/mptrack/debatenotfound";"Shashank Mani"
"2024-08-07 00:00:00";"The Finance (No.2) Bill, 2024";"Government Bills";"/mptrack/debatenotfound";"Harsimrat Kaur Badal"
"2024-08-02 00:00:00";"Discussion on the Demands for Grants Nos. 46 and 47 under the control of the Ministry of Health and Family Welfare";"Budget (General)";"/mptrack/debatenotfound";"Harsimrat Kaur Badal"
"2024-07-31 00:00:00";"Discussion on the Demand for Grant No. 85 under the control of the Ministry of Railways";"Budget (General)";"/mptrack/debatenotfound";"Harsimrat Kaur Badal"
"2024-07-30 00:00:00";"Request to govt resolve the issue of rice mills in Punjab";"Special Mention";"/mptrack/debatenotfound";"Harsimrat Kaur Badal"
"2024-07-29 00:00:00";"Issue related to the corruption in the ICDS programme in punjab";"Special Mention";"/mptrack/debatenotfound";"Harsimrat Kaur Badal"
"2024-07-26 00:00:00";"(i) General Discussion on the Budget-2024-25; (ii) General Discussion on the Budget of Union Territory of Jammu and Kashmir for 2024-25; and (iii) Demands for Grants in respect of Union Territory of Jammu and Kashmir-2024-25.";"Budget (General)";"/mptrack/debatenotfound";"Harsimrat Kaur Badal"
"2024-07-02 00:00:00";"Motion of Thanks on the President's Address";"Motion of Thanks on the President's Address";"/mptrack/debatenotfound";"Harsimrat Kaur Badal"
"2024-07-30 00:00:00";"(i) General Discussion on the Budget�2024-25; (ii) General Discussion on the Budget of Union Territory of Jammu and Kashmir for 2024-25; and (iii) Demands for Grants in respect of Union Territory of Jammu and Kashmir-2024-25.";"Budget (General)";"/mptrack/debatenotfound";"S Jagathratchakan"
"2024-08-09 00:00:00";"Issue concerning violation of rights, harassment and mental torture to lady officers in UCO Bank in Odisha";"Special Mention";"/mptrack/debatenotfound";"Sangeeta Kumari Singh Deo"
"2024-08-07 00:00:00";"Regarding need to establish an Agriculture college in Balangir, Odisha";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Sangeeta Kumari Singh Deo"
"2024-08-05 00:00:00";"Discussion on the Demands for Grants Nos. 43 and 44 under the control of the Ministry of Fisheries, Animal Husbandry and Dairying";"Budget (General)";"/mptrack/debatenotfound";"Sangeeta Kumari Singh Deo"
"2024-08-02 00:00:00";"Discussion on the Demands for Grants Nos. 46 and 47 under the control of the Ministry of Health and Family Welfare";"Budget (General)";"/mptrack/debatenotfound";"Sangeeta Kumari Singh Deo"
"2024-08-02 00:00:00";"Request to set up several agro-based industries in Subarnapur and Bolangir";"Special Mention";"/mptrack/debatenotfound";"Sangeeta Kumari Singh Deo"
"2024-08-01 00:00:00";"Request to govt for intervention for the development of western odisha";"Special Mention";"/mptrack/debatenotfound";"Sangeeta Kumari Singh Deo"
"2024-07-31 00:00:00";"Discussion on the Demand for Grant No. 85 under the control of the Ministry of Railways";"Budget (General)";"/mptrack/debatenotfound";"Sangeeta Kumari Singh Deo"
"2024-07-30 00:00:00";"(i) General Discussion on the Budget�2024-25; (ii) General Discussion on the Budget of Union Territory of Jammu and Kashmir for 2024-25; and (iii) Demands for Grants in respect of Union Territory of Jammu and Kashmir-2024-25.";"Budget (General)";"/mptrack/debatenotfound";"Sangeeta Kumari Singh Deo"
"2024-07-30 00:00:00";"Urge upon to minister for the establishment of a fisheries college in Subarnapur District of Odisha";"Special Mention";"/mptrack/debatenotfound";"Sangeeta Kumari Singh Deo"
"2024-07-02 00:00:00";"Motion of Thanks on the President's Address";"Motion of Thanks on the President's Address";"/mptrack/debatenotfound";"Sangeeta Kumari Singh Deo"
"2024-07-01 00:00:00";"Regarding setting up of a new textile mill in Bolangir, Odisha";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Sangeeta Kumari Singh Deo"
"2024-08-07 00:00:00";"The Finance (No.2) Bill, 2024";"Government Bills";"/mptrack/debatenotfound";"Brijendra Singh Ola"
"2024-08-02 00:00:00";"Regarding the issue of water";"Special Mention";"/mptrack/debatenotfound";"Brijendra Singh Ola"
"2024-08-05 00:00:00";"Discussion on the Demands for Grants Nos. 43 and 44 under the control of the Ministry of Fisheries, Animal Husbandry and Dairying";"Budget (General)";"/mptrack/debatenotfound";"Pushpendra Saroj"
"2024-08-01 00:00:00";"Discussion on the Demands for Grants Nos. 25 and 26 under the control of the Ministry of Education";"Budget (General)";"/mptrack/debatenotfound";"Pushpendra Saroj"
"2024-08-01 00:00:00";"Request to govt kaushambi and pratapgarh should be declared drought affected";"Special Mention";"/mptrack/debatenotfound";"Pushpendra Saroj"
"2024-07-30 00:00:00";"(i) General Discussion on the Budget�2024-25; (ii) General Discussion on the Budget of Union Territory of Jammu and Kashmir for 2024-25; and (iii) Demands for Grants in respect of Union Territory of Jammu and Kashmir-2024-25.";"Budget (General)";"/mptrack/debatenotfound";"Pushpendra Saroj"
"2024-07-25 00:00:00";"Request to govt. speeded up the renovation process of nczcc by making some intervention";"Special Mention";"/mptrack/debatenotfound";"Pushpendra Saroj"
"2024-08-02 00:00:00";"Demand that instead of the amount that is being transferred to the bank accounts of the people, it should be given as rice or foodgrain through Ration shops";"Special Mention";"/mptrack/debatenotfound";"Ve Vaithilingam"
"2024-07-31 00:00:00";"Discussion on the Demand for Grant No. 85 under the control of the Ministry of Railways";"Budget (General)";"/mptrack/debatenotfound";"Ve Vaithilingam"
"2024-07-31 00:00:00";"Regarding Privatization of Power supply in the UT of Puducherry";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Ve Vaithilingam"
"2024-07-26 00:00:00";"(i) General Discussion on the Budget-2024-25; (ii) General Discussion on the Budget of Union Territory of Jammu and Kashmir for 2024-25; and (iii) Demands for Grants in respect of Union Territory of Jammu and Kashmir-2024-25.";"Budget (General)";"/mptrack/debatenotfound";"Ve Vaithilingam"
"2024-07-01 00:00:00";"Regarding need to increase the number of seats for admission in KV School";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Ve Vaithilingam"
"2024-07-29 00:00:00";"(i) General Discussion on the Budget-2024-25; (ii) General Discussion on the Budget of Union Territory of Jammu and Kashmir for 2024-25; and (iii) Demands for Grants in respect of Union Territory of Jammu and Kashmir-2024-25.";"Budget (General)";"/mptrack/debatenotfound";"Namdeo Kirsan"
"2024-07-26 00:00:00";"Regarding completion of irrigation projects in Gadchiroli Parliamentary Constituency";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Namdeo Kirsan"
"2024-07-31 00:00:00";"Discussion on the Demand for Grant No. 85 under the control of the Ministry of Railways";"Budget (General)";"/mptrack/debatenotfound";"Anil Baluni"
"2024-08-08 00:00:00";"Regarding need to re-establish Indian Veterinary Research Institute in Mukteshwar, Nainital district, Uttarakhand";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Ajay Bhatt"
"2024-08-08 00:00:00";"The Bhartiya Vayuyan Vidheyak, 2024";"Government Bills";"/mptrack/debatenotfound";"Ajay Bhatt"
"2024-08-02 00:00:00";"Regarding Human - Wild Animal Conflict in Uttarakhand";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Ajay Bhatt"
"2024-08-02 00:00:00";"Regarding request to run the train from Ramnagar, Kathgodam to Bandra three days in a week";"Special Mention";"/mptrack/debatenotfound";"Ajay Bhatt"
"2024-07-31 00:00:00";"Discussion on the Demand for Grant No. 85 under the control of the Ministry of Railways";"Budget (General)";"/mptrack/debatenotfound";"Ajay Bhatt"
"2024-07-30 00:00:00";"(i) General Discussion on the Budget�2024-25; (ii) General Discussion on the Budget of Union Territory of Jammu and Kashmir for 2024-25; and (iii) Demands for Grants in respect of Union Territory of Jammu and Kashmir-2024-25.";"Budget (General)";"/mptrack/debatenotfound";"Ajay Bhatt"
"2024-07-30 00:00:00";"Request to govt given a special package immediately to uttarakhand so that fire extinguishers and other personnel can be appointed there";"Special Mention";"/mptrack/debatenotfound";"Ajay Bhatt"
"2024-07-29 00:00:00";"Request to govt an inquiry should be set up against the delhi govt. in the incident of 3 student deaths in old rajinder nagar";"Special Mention";"/mptrack/debatenotfound";"Ajay Bhatt"
"2024-07-24 00:00:00";"Request to minister start the metro trains services in uttarakhand";"Special Mention";"/mptrack/debatenotfound";"Ajay Bhatt"
"2024-07-02 00:00:00";"Motion of Thanks on the President's Address";"Motion of Thanks on the President's Address";"/mptrack/debatenotfound";"Ajay Bhatt"
"2024-08-09 00:00:00";"Urge upon to govt. kindly consider an enhancement of the honorarium payable to the anganwadi workers and helpers";"Special Mention";"/mptrack/debatenotfound";"June Maliah"
"2024-07-31 00:00:00";"Discussion on the Demand for Grant No. 85 under the control of the Ministry of Railways";"Budget (General)";"/mptrack/debatenotfound";"June Maliah"
"2024-07-25 00:00:00";"Regarding provision of basic Railway infrastructure in Medinipur Parliamentary Constituency";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"June Maliah"
"2024-07-24 00:00:00";"Urge upon to govt take some steps to provide ownership rights to people residing in the railway colonies situated in kharagpur";"Special Mention";"/mptrack/debatenotfound";"June Maliah"
"2024-08-06 00:00:00";"The Finance (No.2) Bill, 2024";"Government Bills";"/mptrack/debatenotfound";"Rao Rajendra Singh"
"2024-08-02 00:00:00";"Discussion on the Demands for Grants Nos. 46 and 47 under the control of the Ministry of Health and Family Welfare";"Budget (General)";"/mptrack/debatenotfound";"Rao Rajendra Singh"
"2024-07-31 00:00:00";"Discussion on the Demand for Grant No. 85 under the control of the Ministry of Railways";"Budget (General)";"/mptrack/debatenotfound";"Rao Rajendra Singh"
"2024-08-09 00:00:00";"Regarding collegiums system for appointment of judges in Higher Judiciary";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Chandra Shekhar"
"2024-08-09 00:00:00";"Request to govt take an appropriate steps so that discipline and control can be established in the field of online gaming";"Special Mention";"/mptrack/debatenotfound";"Chandra Shekhar"
"2024-08-09 00:00:00";"Request to govt establish a gurjar regiment";"Special Mention";"/mptrack/debatenotfound";"Chandra Shekhar"
"2024-08-08 00:00:00";"The Bhartiya Vayuyan Vidheyak, 2024";"Government Bills";"/mptrack/debatenotfound";"Chandra Shekhar"
"2024-08-07 00:00:00";"The Finance (No.2) Bill, 2024";"Government Bills";"/mptrack/debatenotfound";"Chandra Shekhar"
"2024-08-02 00:00:00";"Regarding cases filed against SC/ST youths across the Country";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Chandra Shekhar"
"2024-08-02 00:00:00";"Discussion on the Demands for Grants Nos. 46 and 47 under the control of the Ministry of Health and Family Welfare";"Budget (General)";"/mptrack/debatenotfound";"Chandra Shekhar"
"2024-08-01 00:00:00";"Discussion on the Demands for Grants Nos. 25 and 26 under the control of the Ministry of Education";"Budget (General)";"/mptrack/debatenotfound";"Chandra Shekhar"
"2024-07-31 00:00:00";"Discussion on the Demand for Grant No. 85 under the control of the Ministry of Railways";"Budget (General)";"/mptrack/debatenotfound";"Chandra Shekhar"
"2024-07-29 00:00:00";"(i) General Discussion on the Budget-2024-25; (ii) General Discussion on the Budget of Union Territory of Jammu and Kashmir for 2024-25; and (iii) Demands for Grants in respect of Union Territory of Jammu and Kashmir-2024-25.";"Budget (General)";"/mptrack/debatenotfound";"Chandra Shekhar"
"2024-07-26 00:00:00";"Regarding Minimum Support Price for agricultural products";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Chandra Shekhar"
"2024-07-22 00:00:00";"Discussion on India's preparedness for upcoming Olympic Games";"LS - Short Duration Discussions (Rule-193)";"/mptrack/debatenotfound";"Chandra Shekhar"
"2024-07-22 00:00:00";"Demand for the immediate withdrawal of Kanwar Yatra order in UP and Uttrakhand";"Special Mention";"/mptrack/debatenotfound";"Chandra Shekhar"
"2024-07-02 00:00:00";"Motion of Thanks on the President's Address";"Motion of Thanks on the President's Address";"/mptrack/debatenotfound";"Chandra Shekhar"
"2024-08-08 00:00:00";"Opposed the introduction of The Waqf (Amendment) Bill, 2024";"Government Bills";"/mptrack/debatenotfound";"Akhilesh Yadav"
"2024-07-30 00:00:00";"(i) General Discussion on the Budget�2024-25; (ii) General Discussion on the Budget of Union Territory of Jammu and Kashmir for 2024-25; and (iii) Demands for Grants in respect of Union Territory of Jammu and Kashmir-2024-25.";"Budget (General)";"/mptrack/debatenotfound";"Akhilesh Yadav"
"2024-07-29 00:00:00";"Request to govt an inquiry should be set up against the delhi govt. in the incident of 3 student deaths in old rajinder nagar";"Special Mention";"/mptrack/debatenotfound";"Akhilesh Yadav"
"2024-07-02 00:00:00";"Motion of Thanks on the President's Address";"Motion of Thanks on the President's Address";"/mptrack/debatenotfound";"Akhilesh Yadav"
"2024-08-08 00:00:00";"Demand from govt to please start the rail from palasthali in jamtara to andal as soon as possible";"Special Mention";"/mptrack/debatenotfound";"Nalin Soren"
"2024-08-02 00:00:00";"Regarding utilization of funds under Central Scheme for School Education";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Pradyut Bordoloi"
"2024-07-30 00:00:00";"(i) General Discussion on the Budget�2024-25; (ii) General Discussion on the Budget of Union Territory of Jammu and Kashmir for 2024-25; and (iii) Demands for Grants in respect of Union Territory of Jammu and Kashmir-2024-25.";"Budget (General)";"/mptrack/debatenotfound";"Pradyut Bordoloi"
"2024-07-22 00:00:00";"Regarding rising cares of Anaemia among women and children";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Pradyut Bordoloi"
"2024-07-31 00:00:00";"Discussion on the Demand for Grant No. 85 under the control of the Ministry of Railways";"Budget (General)";"/mptrack/debatenotfound";"Vamsi Krishna Gaddam"
"2024-08-06 00:00:00";"Regarding development of Dhana air strip in Sagar Parliamentary Constituency, Madhya Pradesh";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Lata Wankhede"
"2024-08-02 00:00:00";"Discussion on the Demands for Grants Nos. 46 and 47 under the control of the Ministry of Health and Family Welfare";"Budget (General)";"/mptrack/debatenotfound";"Lata Wankhede"
"2024-07-24 00:00:00";"Request to minister please run a train from sagar to nagpur immediately";"Special Mention";"/mptrack/debatenotfound";"Lata Wankhede"
"2024-07-02 00:00:00";"Motion of Thanks on the President's Address";"Motion of Thanks on the President's Address";"/mptrack/debatenotfound";"Lata Wankhede"
"2024-08-02 00:00:00";"Request for hike in honorarium to SPOs posted in Chamba district";"Special Mention";"/mptrack/debatenotfound";"Rajeev Bhardwaj"
"2024-08-01 00:00:00";"Regarding road connectivity for villages of Chamba and Kangra Districts under PMGSY";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Rajeev Bhardwaj"
"2024-07-24 00:00:00";"Request to minister please open an NIT in chamba district and open a kendriya vidyalaya in churah assembly and establish a sainik school at kangra district";"Special Mention";"/mptrack/debatenotfound";"Rajeev Bhardwaj"
"2024-07-22 00:00:00";"Regarding need to promote tourism in Kangra Parliamentary Constituency";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Rajeev Bhardwaj"
"2024-07-22 00:00:00";"Demand to establish Super Speciality hospital and trauma centre in Kangara";"Special Mention";"/mptrack/debatenotfound";"Rajeev Bhardwaj"
"2024-08-09 00:00:00";"Issue related to the attack on the statue of lord jaganath in bangladesh";"Special Mention";"/mptrack/debatenotfound";"Rudra Narayan Pany"
"2024-08-07 00:00:00";"Request to govt that talcher fertilizers limited work should be completed as soon as possible";"Special Mention";"/mptrack/debatenotfound";"Rudra Narayan Pany"
"2024-08-05 00:00:00";"Regarding human-elephant conflicts in Odisha";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Rudra Narayan Pany"
"2024-08-02 00:00:00";"Discussion on the Demands for Grants Nos. 46 and 47 under the control of the Ministry of Health and Family Welfare";"Budget (General)";"/mptrack/debatenotfound";"Rudra Narayan Pany"
"2024-08-09 00:00:00";"Regarding need to complete construction of remaining portion of Agra � Tantpur court Raod in Uttar Pradesh declared as National Highway";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Rajkumar Chahar"
"2024-08-09 00:00:00";"Issue related suicides of the farmers in karnataka";"Special Mention";"/mptrack/debatenotfound";"Rajkumar Chahar"
"2024-07-31 00:00:00";"Regarding request for expeditious completion of Kendirya Vidyalaya building at Achhnera in Fatehpur Parliamentary Constituency";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Rajkumar Chahar"
"2024-07-25 00:00:00";"(i) General Discussion on the Budget-2024-25; (ii) General Discussion on the Budget of Union Territory of Jammu and Kashmir for 2024-25; and (iii) Demands for Grants in respect of Union Territory of Jammu and Kashmir-2024-25.";"Budget (General)";"/mptrack/debatenotfound";"Rajkumar Chahar"
"2024-07-22 00:00:00";"Regarding development of Bateshwar in Agra as a tourist destination";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Rajkumar Chahar"
"2024-07-31 00:00:00";"Discussion on the Demand for Grant No. 85 under the control of the Ministry of Railways";"Budget (General)";"/mptrack/debatenotfound";"Vishweshwar Hegde Kageri"
"2024-07-30 00:00:00";"(i) General Discussion on the Budget�2024-25; (ii) General Discussion on the Budget of Union Territory of Jammu and Kashmir for 2024-25; and (iii) Demands for Grants in respect of Union Territory of Jammu and Kashmir-2024-25.";"Budget (General)";"/mptrack/debatenotfound";"Vishweshwar Hegde Kageri"
"2024-07-22 00:00:00";"Request to govt give appropriate directions to bring administrative reform in the state of Karnataka";"Special Mention";"/mptrack/debatenotfound";"Vishweshwar Hegde Kageri"
"2024-08-09 00:00:00";"Regarding need to accord the status of classical language to Marathi language";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Ravindra Dattaram Waikar"
"2024-08-09 00:00:00";"Request to govt take an appropriate steps so that discipline and control can be established in the field of online gaming";"Special Mention";"/mptrack/debatenotfound";"Ravindra Dattaram Waikar"
"2024-08-08 00:00:00";"The Bhartiya Vayuyan Vidheyak, 2024";"Government Bills";"/mptrack/debatenotfound";"Ravindra Dattaram Waikar"
"2024-08-07 00:00:00";"The Finance (No.2) Bill, 2024";"Government Bills";"/mptrack/debatenotfound";"Ravindra Dattaram Waikar"
"2024-08-05 00:00:00";"Discussion on the Demands for Grants Nos. 43 and 44 under the control of the Ministry of Fisheries, Animal Husbandry and Dairying";"Budget (General)";"/mptrack/debatenotfound";"Ravindra Dattaram Waikar"
"2024-07-31 00:00:00";"Discussion on the Demand for Grant No. 85 under the control of the Ministry of Railways";"Budget (General)";"/mptrack/debatenotfound";"Ravindra Dattaram Waikar"
"2024-07-24 00:00:00";"(i) General Discussion on the Budget-2024-25; (ii) General Discussion on the Budget of Union Territory of Jammu and Kashmir for 2024-25; and (iii) Demands for Grants in respect of Union Territory of Jammu and Kashmir-2024-25.";"Budget (General)";"/mptrack/debatenotfound";"Ravindra Dattaram Waikar"
"2024-07-22 00:00:00";"Request to govt to make a masterplan for the development of chhatrapati shivaji maharaj international airport, Mumbai";"Special Mention";"/mptrack/debatenotfound";"Ravindra Dattaram Waikar"
"2024-08-08 00:00:00";"Request to govt. protect our tamil nadu fishermen, who have been attacked, killed, and looted of their belongings by the sri lankan navy for the past 40 years";"Special Mention";"/mptrack/debatenotfound";"Durai Vaiko"
"2024-07-31 00:00:00";"Discussion on the Demand for Grant No. 85 under the control of the Ministry of Railways";"Budget (General)";"/mptrack/debatenotfound";"Durai Vaiko"
"2024-07-26 00:00:00";"(i) General Discussion on the Budget-2024-25; (ii) General Discussion on the Budget of Union Territory of Jammu and Kashmir for 2024-25; and (iii) Demands for Grants in respect of Union Territory of Jammu and Kashmir-2024-25.";"Budget (General)";"/mptrack/debatenotfound";"Durai Vaiko"
"2024-07-02 00:00:00";"Motion of Thanks on the President's Address";"Motion of Thanks on the President's Address";"/mptrack/debatenotfound";"Durai Vaiko"
"2024-07-24 00:00:00";"Request to minister doubling the rail line of jabalpur-gondia";"Special Mention";"/mptrack/debatenotfound";"Ashish Dubey"
"2024-08-06 00:00:00";"The Finance (No.2) Bill, 2024";"Government Bills";"/mptrack/debatenotfound";"Arun Nehru"
"2024-08-09 00:00:00";"Regarding need to set up an institute like AIIMS at Kasaragod in Kerala";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Rajmohan Unnithan"
"2024-08-09 00:00:00";"Urge upon to govt. to intervene in the matter related to the wages of the MGNREGS in kasaragod";"Special Mention";"/mptrack/debatenotfound";"Rajmohan Unnithan"
"2024-07-31 00:00:00";"Discussion on the Demand for Grant No. 85 under the control of the Ministry of Railways";"Budget (General)";"/mptrack/debatenotfound";"Rajmohan Unnithan"
"2024-07-26 00:00:00";"Regarding distribution of wage arrears under MGNREGA in Kasaragod Parliamentary constituency";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Rajmohan Unnithan"
"2024-08-02 00:00:00";"Discussion on the Demands for Grants Nos. 46 and 47 under the control of the Ministry of Health and Family Welfare";"Budget (General)";"/mptrack/debatenotfound";"Shreyas M Patel"
"2024-08-02 00:00:00";"Regarding mudslides and landslides due to heavy rains wreaked havoc on NH-75 in Hassan district, Karnataka";"Special Mention";"/mptrack/debatenotfound";"Shreyas M Patel"
"2024-08-01 00:00:00";"Discussion on the Demands for Grants Nos. 25 and 26 under the control of the Ministry of Education";"Budget (General)";"/mptrack/debatenotfound";"Shreyas M Patel"
"2024-08-09 00:00:00";"Request to minister to allocate adequate funds for the construction for a new railway over bridge to connecting the new bus stand near tiruvannamalai railway station";"Special Mention";"/mptrack/debatenotfound";"C N Annadurai"
"2024-08-08 00:00:00";"The Bhartiya Vayuyan Vidheyak, 2024";"Government Bills";"/mptrack/debatenotfound";"C N Annadurai"
"2024-08-05 00:00:00";"Discussion on the Demands for Grants Nos. 43 and 44 under the control of the Ministry of Fisheries, Animal Husbandry and Dairying";"Budget (General)";"/mptrack/debatenotfound";"C N Annadurai"
"2024-08-01 00:00:00";"Regarding opening of a Passport Office at Tripattur in Tamil Nadu";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"C N Annadurai"
"2024-08-01 00:00:00";"Discussion on the Demands for Grants Nos. 25 and 26 under the control of the Ministry of Education";"Budget (General)";"/mptrack/debatenotfound";"C N Annadurai"
"2024-07-31 00:00:00";"Discussion on the Demand for Grant No. 85 under the control of the Ministry of Railways";"Budget (General)";"/mptrack/debatenotfound";"C N Annadurai"
"2024-07-30 00:00:00";"Request to minister to instruct officers concerned to make a comprehensive project for desilting of the Sathanur Dam";"Special Mention";"/mptrack/debatenotfound";"C N Annadurai"
"2024-07-26 00:00:00";"Regarding need to build an Airport in Tiruvannamalai";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"C N Annadurai"
"2024-07-25 00:00:00";"(i) General Discussion on the Budget-2024-25; (ii) General Discussion on the Budget of Union Territory of Jammu and Kashmir for 2024-25; and (iii) Demands for Grants in respect of Union Territory of Jammu and Kashmir-2024-25.";"Budget (General)";"/mptrack/debatenotfound";"C N Annadurai"
"2024-07-24 00:00:00";"Urge upon to minister to introduce a daily direct intercity express train between chennai and tiruvannamalai";"Special Mention";"/mptrack/debatenotfound";"C N Annadurai"
"2024-07-02 00:00:00";"Regarding four lanning of NH-38 from, Vellore to Villupuram via Tiruvannamalai";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"C N Annadurai"
"2024-07-02 00:00:00";"Motion of Thanks on the President's Address";"Motion of Thanks on the President's Address";"/mptrack/debatenotfound";"C N Annadurai"
"2024-08-07 00:00:00";"Regarding need to declare Sunabeda in Kalahandi district of Odisha, a Tiger reserve forest";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Malvika Devi"
"2024-08-05 00:00:00";"Discussion on the Demands for Grants Nos. 43 and 44 under the control of the Ministry of Fisheries, Animal Husbandry and Dairying";"Budget (General)";"/mptrack/debatenotfound";"Malvika Devi"
"2024-08-02 00:00:00";"Discussion on the Demands for Grants Nos. 46 and 47 under the control of the Ministry of Health and Family Welfare";"Budget (General)";"/mptrack/debatenotfound";"Malvika Devi"
"2024-08-01 00:00:00";"Discussion on the Demands for Grants Nos. 25 and 26 under the control of the Ministry of Education";"Budget (General)";"/mptrack/debatenotfound";"Malvika Devi"
"2024-07-31 00:00:00";"Discussion on the Demand for Grant No. 85 under the control of the Ministry of Railways";"Budget (General)";"/mptrack/debatenotfound";"Malvika Devi"
"2024-07-30 00:00:00";"Regarding extension of Railway line from Junagarh to Dharamgarh in Kalahandi district, Odisha";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Malvika Devi"
"2024-07-30 00:00:00";"(i) General Discussion on the Budget�2024-25; (ii) General Discussion on the Budget of Union Territory of Jammu and Kashmir for 2024-25; and (iii) Demands for Grants in respect of Union Territory of Jammu and Kashmir-2024-25.";"Budget (General)";"/mptrack/debatenotfound";"Malvika Devi"
"2024-07-24 00:00:00";"Regarding setting up of a Paika regiment in the State of Odisha";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Malvika Devi"
"2024-07-22 00:00:00";"Demand for National River Linking Project for Kalahandi";"Special Mention";"/mptrack/debatenotfound";"Malvika Devi"
"2024-07-02 00:00:00";"Motion of Thanks on the President's Address";"Motion of Thanks on the President's Address";"/mptrack/debatenotfound";"Malvika Devi"
"2024-07-01 00:00:00";"Regarding setting up of a Paika Regiment in Indian Army";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Malvika Devi"
"2024-08-08 00:00:00";"Demand to govt. that at least 4 lakh should be given for PMAY and make necessary changes in the criteria for the PMAY scheme";"Special Mention";"/mptrack/debatenotfound";"Omprakash Bhupalsinh Alias Pavan Rajenimbalkar"
"2024-08-08 00:00:00";"Request to minister should consult the german govt. to return the girl named ariha shah to her parents judicially";"Special Mention";"/mptrack/debatenotfound";"Omprakash Bhupalsinh Alias Pavan Rajenimbalkar"
"2024-08-08 00:00:00";"Request to govt. provide financial assistance of 50,000 per hectare to the farmers affected by floods";"Special Mention";"/mptrack/debatenotfound";"Omprakash Bhupalsinh Alias Pavan Rajenimbalkar"
"2024-08-08 00:00:00";"Request to govt. to kindly disburse the crop loan according to the targets fixed district-wise";"Special Mention";"/mptrack/debatenotfound";"Omprakash Bhupalsinh Alias Pavan Rajenimbalkar"
"2024-08-08 00:00:00";"Regarding need to expedite construction of NH 65 in Osmanabad Parliamentary Constituency, Maharashtra";"LS - Matters under (Rule-377)";"/mptrack/debatenotfound";"Omprakash Bhupalsinh Alias Pavan Rajenimbalkar"
"2024-08-05 00:00:00";"Discussion on the Demands for Grants Nos. 43 and 44 under the control of the Ministry of Fisheries, Animal Husbandry and Dairying";"Budget (General)";"/mptrack/debatenotfound";"Omprakash Bhupalsinh Alias Pavan Rajenimbalkar"
"2024-07-30 00:00:00";"(i) General Discussion on the Budget�2024-25; (ii) General Discussion on the Budget of Union Territory of Jammu and Kashmir for 2024-25; and (iii) Demands for Grants in respect of Union Territory of Jammu and Kashmir-2024-25.";"Budget (General)";"/mptrack/debatenotfound";"Omprakash Bhupalsinh Alias Pavan Rajenimbalkar"
"2024-07-30 00:00:00";"Request to govt that highest civilian award �Bharat Ratna� should be conferred upon Annabhau Sathe";"Special Mention";"/mptrack/debatenotfound";"Omprakash Bhupalsinh Alias Pavan Rajenimbalkar"
"2024-07-30 00:00:00";"Discussion on the Demand for Grant No. 85 under the control of the Ministry of Railways";"Budget (General)";"/mptrack/debatenotfound";"Omprakash Bhupalsinh Alias Pavan Rajenimbalkar"
"2024-07-24 00:00:00";"Request to govt conduct the caste census as soon as possible and give reservation to maratha-dhangar community";"Special Mention";"/mptrack/debatenotfound";"Omprakash Bhupalsinh Alias Pavan Rajenimbalkar"
"2024-07-24 00:00:00";"Request to govt to issue a gazette notification about the 18 month programme of D.El.Ed.";"Special Mention";"/mptrack/debatenotfound";"Omprakash Bhupalsinh Alias Pavan Rajenimbalkar"
